run_date,algorithm,obj,time_s,instance_file,instance_basename,n_vertices,n_customers,n_det_customers,n_tb_customers,sum_all_profits,avg_profit,avg_det_profit,avg_tb_profit,avg_tb_lambda,avg_arc_cost,time_bound,instance_type,tsiligirides_op_num,tsiligirides_op_tb,tsiligirides_hop_alpha,tsiligirides_hop_beta,tour,tour_profit,tour_prob,tour_duration,pct_time_bound_used,n_custs_visited,n_tb_custs_visited,pct_profit_collected,pct_custs_visited,pct_custs_visited_which_are_tb,avg_visited_det_profit,avg_visited_tb_profit,avg_visited_tb_lambda,avg_travel_time_after_det_cust,avg_travel_time_after_tb_cust,obj_bound
2022-02-14-13-49-17,nonlinear_model,259.027173285,3605.311078548432,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-105-0.4-2.json,hop_tsiligirides-3-105-0.4-2,32,31,19,12,1110.0,35.806451612903224,25.789473684210527,51.66666666666666,0.0727051972447984,9.386695470404131,105.0,tsiligirides_hop,3,105,0.4,2,"0,6,29,17,10,9,25,31,28,11,30,5,4,26,13,2,19,12,14,15,16,0",570.0,0.4544336373414396,103.08488802496775,98.17608383330264,20,1,51.35135135135136,64.51612903225806,5.0,25.789473684210527,80.0,0.0771608715944443,48.65899322354365,10.22154587134451,792.551271201
2022-02-14-10-42-22,nonlinear_model,10.0,0.028862714767456,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-5-0.2-4.json,hop_tsiligirides-1-5-0.2-4,31,30,24,6,450.0,15.0,9.583333333333334,36.66666666666666,0.081590770969679,8.435870126384714,5.0,tsiligirides_hop,1,5,0.2,4,"0,27,0",10.0,1.0,3.5777087639996634,71.55417527999327,1,0,2.2222222222222223,3.333333333333333,0.0,10.0,0.0,0.0,1.7888543819998317,0.0,10.0
2022-02-14-12-49-28,nonlinear_model,248.188382097,622.4697833061218,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-32-0.4-3.json,hop_tsiligirides-2-32-0.4-3,20,19,12,7,720.0,37.89473684210526,26.25,57.85714285714285,0.0651307190792631,6.18210573440129,32.0,tsiligirides_hop,2,32,0.4,3,"0,5,4,2,3,18,17,7,8,9,10,12,0",265.0,0.936559932442686,31.9766818381625,99.9271307442578,11,1,36.80555555555556,57.89473684210526,9.090909090909092,23.5,30.0,0.0529873748055022,15.540993630753402,1.2369316876852985,248.188630286
2022-02-14-12-19-10,nonlinear_model,0.785457491734,3607.778056621552,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-73-0.4-5.json,hop_tsiligirides-1-73-0.4-5,31,30,18,12,685.0,22.83333333333333,10.27777777777778,41.66666666666666,0.0739875181603844,8.435870126384714,73.0,tsiligirides_hop,1,73,0.4,5,"0,30,0",50.0,0.7157072346913633,10.881176406988356,14.905721105463504,1,1,7.299270072992701,3.333333333333333,100.0,0.0,50.0,0.0614793976726418,0.0,5.440588203494178,502.756453649
2022-02-14-12-39-49,nonlinear_model,330.0,27.41929078102112,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.2-3.json,hop_tsiligirides-2-38-0.2-3,20,19,16,3,590.0,31.05263157894737,23.75,70.0,0.0799765798388422,6.18210573440129,38.0,tsiligirides_hop,2,38,0.2,3,"0,13,10,8,7,16,17,18,19,3,2,1,4,5,6,0",330.0,1.0,37.95114293732927,99.87142878244543,14,0,55.932203389830505,73.6842105263158,0.0,23.571428571428573,0.0,0.0,17.002292816248623,0.0,330.00033
2022-02-14-11-09-09,nonlinear_model,250.0,244.7081470489502,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-73-0.1-4.json,hop_tsiligirides-1-73-0.1-4,31,30,27,3,375.0,12.5,9.444444444444445,40.0,0.0848476558709558,8.435870126384714,73.0,tsiligirides_hop,1,73,0.1,4,"0,18,19,26,25,30,29,24,22,21,20,11,10,9,8,7,1,2,3,4,5,17,14,15,16,28,27,0",250.0,1.0,72.99453071478649,99.99250782847464,26,0,66.66666666666667,86.66666666666667,0.0,9.615384615384617,0.0,0.0,39.89759827296773,0.0,250.00025
2022-02-14-13-36-49,nonlinear_model,530.0,1019.379541158676,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-55-0.1-5.json,hop_tsiligirides-3-55-0.1-5,32,31,28,3,1040.0,33.54838709677419,26.428571428571427,100.0,0.0586952520911806,9.386695470404131,55.0,tsiligirides_hop,3,55,0.1,5,"0,23,21,6,4,27,13,19,16,15,14,12,2,5,1,7,30,11,28,29,25,22,0",530.0,1.0,54.26084003884017,98.6560727978912,21,0,50.96153846153846,67.74193548387096,0.0,25.23809523809524,0.0,0.0,29.35387106871997,0.0,530.000530001
2022-02-14-12-48-59,nonlinear_model,130.0,5.317145824432373,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.2-2.json,hop_tsiligirides-3-15-0.2-2,32,31,25,6,930.0,30.0,26.8,43.333333333333336,0.069142869339087,9.386695470404131,15.0,tsiligirides_hop,3,15,0.2,2,"0,21,4,13,22,26,23,0",130.0,1.0,14.072652997563294,93.81768665042196,6,0,13.978494623655914,19.35483870967742,0.0,21.666666666666668,0.0,0.0,5.566127856357426,0.0,130.00013
2022-02-14-11-58-31,nonlinear_model,54.5629880566,3604.0535831451416,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-70-0.2-3.json,hop_tsiligirides-1-70-0.2-3,31,30,24,6,415.0,13.833333333333334,9.166666666666666,32.5,0.0772971582550029,8.435870126384714,70.0,tsiligirides_hop,1,70,0.2,3,"0,28,16,15,17,5,4,1,6,12,11,20,26,27,29,30,25,0",200.0,0.2728149402829986,69.39738028906274,99.13911469866106,16,2,48.19277108433735,53.333333333333336,12.5,8.928571428571429,37.5,0.0607546025130009,36.11603635523743,11.19323321964638,286.817972309
2022-02-14-13-05-07,nonlinear_model,310.0,264.2147421836853,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-30-0.1-4.json,hop_tsiligirides-3-30-0.1-4,32,31,28,3,1040.0,33.54838709677419,25.714285714285715,106.66666666666669,0.0776991608769535,9.386695470404131,30.0,tsiligirides_hop,3,30,0.1,4,"0,22,2,12,15,16,19,3,13,26,21,23,0",310.0,1.0,29.85912971353667,99.53043237845556,11,0,29.807692307692307,35.483870967741936,0.0,28.181818181818183,0.0,0.0,12.548260819842191,0.0,310.00031
2022-02-14-12-39-05,nonlinear_model,265.0,25.709946393966675,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-32-0.2-3.json,hop_tsiligirides-2-32-0.2-3,20,19,16,3,600.0,31.57894736842105,23.4375,75.0,0.0670630511890963,6.18210573440129,32.0,tsiligirides_hop,2,32,0.2,3,"0,6,2,3,19,18,17,16,8,9,10,11,0",265.0,1.0,31.87810523299872,99.619078853121,11,0,44.16666666666666,57.89473684210526,0.0,24.09090909090909,0.0,0.0,14.061082554808022,0.0,265.000265
2022-02-14-10-52-09,nonlinear_model,200.0,466.2344515323639,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.1-4.json,hop_tsiligirides-1-60-0.1-4,31,30,27,3,390.0,13.0,9.25925925925926,46.66666666666666,0.0643021656216047,8.435870126384714,60.0,tsiligirides_hop,1,60,0.1,4,"0,27,16,15,14,13,3,4,5,6,2,1,9,10,11,20,21,22,30,26,19,18,0",200.0,1.0,59.60538646004511,99.34231076674185,21,0,51.282051282051285,70.0,0.0,9.523809523809524,0.0,0.0,27.59954525690524,0.0,200.0002
2022-02-14-13-51-09,nonlinear_model,680.0,87.07580828666687,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-80-0.1-2.json,hop_tsiligirides-3-80-0.1-2,32,31,28,3,850.0,27.41935483870968,26.785714285714285,33.333333333333336,0.0743654690351317,9.386695470404131,80.0,tsiligirides_hop,3,80,0.1,2,"0,22,21,6,4,27,13,3,2,19,16,15,14,5,1,7,30,11,28,29,10,18,17,9,8,24,0",680.0,1.0,79.68442403390017,99.6055300423752,25,0,80.0,80.64516129032258,0.0,27.2,0.0,0.0,46.95360894941303,0.0,680.000680001
2022-02-14-13-49-17,nonlinear_model,165.73616595,3601.9182958602905,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-110-0.3-2.json,hop_tsiligirides-3-110-0.3-2,32,31,22,9,1070.0,34.516129032258064,24.09090909090909,60.0,0.070796024851938,9.386695470404131,110.0,tsiligirides_hop,3,110,0.3,2,"0,21,6,4,22,26,3,13,2,31,7,28,25,24,9,17,10,29,11,30,1,20,14,19,16,23,0",730.0,0.2270358437666334,109.88824103068168,99.89840093698334,25,3,68.22429906542057,80.64516129032258,12.0,24.09090909090909,66.66666666666667,0.0661490565593495,73.19938380832198,7.983232076751629,804.431710363
2022-02-14-12-39-45,nonlinear_model,265.0,66.50564289093018,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-32-0.2-2.json,hop_tsiligirides-2-32-0.2-2,20,19,16,3,500.0,26.31578947368421,25.0,33.333333333333336,0.0695512374569989,6.18210573440129,32.0,tsiligirides_hop,2,32,0.2,2,"0,11,10,9,8,16,17,18,19,3,2,6,0",265.0,1.0,31.878105232998724,99.619078853121,11,0,53.0,57.89473684210526,0.0,24.09090909090909,0.0,0.0,17.817022678190696,0.0,265.000265
2022-02-14-12-14-21,nonlinear_model,230.0,1671.536615610123,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-80-0.2-2.json,hop_tsiligirides-1-80-0.2-2,31,30,24,6,340.0,11.333333333333334,9.583333333333334,18.33333333333333,0.071185336154126,8.435870126384714,80.0,tsiligirides_hop,1,80,0.2,2,"0,17,16,28,15,14,13,3,6,5,12,1,8,9,7,10,20,11,23,22,24,25,30,26,18,0",230.0,1.0,79.81035441687665,99.76294302109582,24,0,67.6470588235294,80.0,0.0,9.583333333333334,0.0,0.0,37.347498372064166,0.0,230.00023
2022-02-14-12-39-50,nonlinear_model,325.0,50.71883368492127,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.2-4.json,hop_tsiligirides-2-38-0.2-4,20,19,16,3,675.0,35.526315789473685,23.4375,100.0,0.0678087142862369,6.18210573440129,38.0,tsiligirides_hop,2,38,0.2,4,"0,11,10,9,8,7,14,15,17,18,19,2,1,6,0",325.0,1.0,37.945020028057066,99.85531586330806,13,0,48.14814814814815,68.42105263157895,0.0,25.0,0.0,0.0,21.064523050581013,0.0,325.000325
2022-02-14-13-48-35,nonlinear_model,17.1197359279,3602.160989046097,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-100-0.3-3.json,hop_tsiligirides-3-100-0.3-3,32,31,22,9,1340.0,43.2258064516129,24.09090909090909,90.0,0.0750264721074162,9.386695470404131,100.0,tsiligirides_hop,3,100,0.3,3,"0,23,26,6,4,13,27,3,19,16,12,1,7,11,28,25,29,10,17,9,20,15,0",690.0,0.024811211489728,98.77801797300776,98.77801797300778,21,2,51.492537313432834,67.74193548387096,9.523809523809524,25.26315789473684,105.0,0.0634116388174613,73.21416984935381,27.09509383465921,975.340858619
2022-02-14-14-39-04,nonlinear_model,48.4827121194,3602.547121286392,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-60-0.3-5.json,hop_tsiligirides-3-60-0.3-5,32,31,22,9,1720.0,55.483870967741936,25.90909090909091,127.77777777777776,0.0769035780393161,9.386695470404131,60.0,tsiligirides_hop,3,60,0.3,5,"0,23,0",50.0,0.9696542423883596,1.131370849898472,1.8856180831641205,1,1,2.9069767441860463,3.225806451612903,100.0,0.0,50.0,0.0544750152919448,0.0,0.565685424949236,1060.36697991
2022-02-14-12-48-57,nonlinear_model,270.268558705,3.050170421600342,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-15-0.2-4.json,hop_tsiligirides-3-15-0.2-4,32,31,25,6,1280.0,41.29032258064516,25.6,106.66666666666669,0.0774617884853597,9.386695470404131,15.0,tsiligirides_hop,3,15,0.2,4,"0,26,3,13,27,4,6,21,23,0",350.0,0.7721958820147191,14.784804428020427,98.56536285346952,8,2,27.34375,25.806451612903224,25.0,18.33333333333333,120.0,0.083490248793031,8.477594743410602,1.415685424949236,270.268828974
2022-02-14-10-47-36,nonlinear_model,190.0,307.8109459877014,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-55-0.1-3.json,hop_tsiligirides-1-55-0.1-3,31,30,27,3,335.0,11.166666666666666,9.62962962962963,25.0,0.0788808994877138,8.435870126384714,55.0,tsiligirides_hop,1,55,0.1,3,"0,27,16,14,13,3,4,5,6,2,1,7,9,10,11,21,22,24,25,26,0",190.0,1.0,54.45003872888714,99.00007041615844,19,0,56.71641791044776,63.333333333333336,0.0,10.0,0.0,0.0,26.47648950162872,0.0,190.00019
2022-02-14-12-35-40,nonlinear_model,6.18361325411,3602.037449359894,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-75-0.3-2.json,hop_tsiligirides-1-75-0.3-2,31,30,21,9,370.0,12.333333333333334,9.523809523809524,18.88888888888889,0.0706638587948151,8.435870126384714,75.0,tsiligirides_hop,1,75,0.3,2,"0,27,3,13,15,28,16,22,24,21,25,30,20,11,10,9,7,8,12,0",220.0,0.0281073329732211,74.23915770276959,98.9855436036928,18,4,59.45945945945946,60.0,22.22222222222222,10.0,20.0,0.0684908252071677,33.963846903148124,13.078966393477426,267.808547209
2022-02-14-11-51-45,nonlinear_model,265.0,310.8851912021637,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.1-4.json,hop_tsiligirides-1-85-0.1-4,31,30,27,3,345.0,11.5,9.814814814814817,26.666666666666668,0.0636833857827221,8.435870126384714,85.0,tsiligirides_hop,1,85,0.1,4,"0,17,27,28,16,14,15,13,3,4,2,6,12,8,7,9,10,11,20,21,22,23,24,30,26,29,25,18,0",265.0,1.0,84.55701787455807,99.47884455830362,27,0,76.81159420289855,90.0,0.0,9.814814814814817,0.0,0.0,41.17171712716172,0.0,265.000265
2022-02-14-13-49-17,nonlinear_model,10.0,3601.943524122238,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-110-0.4-3.json,hop_tsiligirides-3-110-0.4-3,32,31,19,12,1500.0,48.38709677419355,23.68421052631579,87.5,0.0795962149350119,9.386695470404131,110.0,tsiligirides_hop,3,110,0.4,3,"0,23,0",10.0,1.0,1.131370849898472,1.0285189544531566,1,0,0.6666666666666666,3.225806451612903,0.0,10.0,0.0,0.0,0.565685424949236,0.0,1045.42678962
2022-02-14-13-49-01,nonlinear_model,321.071907537,3604.2102410793295,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-40-0.4-5.json,hop_tsiligirides-2-40-0.4-5,20,19,12,7,1070.0,56.31578947368421,24.58333333333333,110.71428571428572,0.0747161587000547,6.18210573440129,40.0,tsiligirides_hop,2,40,0.4,5,"0,6,1,5,4,3,19,18,17,16,8,9,13,10,11,0",420.0,0.7644569227073624,39.31572534887548,98.28931337218869,14,2,39.25233644859813,73.6842105263158,14.285714285714286,24.58333333333333,62.5,0.0723666165063495,21.461256798603028,1.8344886998988008,321.072228609
2022-02-14-14-16-08,nonlinear_model,640.0,1526.1350333690643,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-80-0.2-5.json,hop_tsiligirides-3-80-0.2-5,32,31,25,6,1440.0,46.45161290322581,25.6,133.33333333333334,0.0794015670095868,9.386695470404131,80.0,tsiligirides_hop,3,80,0.2,5,"0,22,31,25,28,29,9,17,10,11,30,7,1,5,12,19,16,15,14,3,13,4,6,21,24,23,0",640.0,1.0,79.80723109993616,99.7590388749202,25,0,44.44444444444444,80.64516129032258,0.0,25.6,0.0,0.0,38.241976395192886,0.0,640.000640001
2022-02-14-10-53-44,nonlinear_model,210.0,137.5989167690277,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-65-0.2-2.json,hop_tsiligirides-1-65-0.2-2,31,30,24,6,350.0,11.666666666666666,9.166666666666666,21.666666666666668,0.0840754688295699,8.435870126384714,65.0,tsiligirides_hop,1,65,0.2,2,"0,27,28,16,14,3,4,5,6,2,1,7,8,9,10,11,23,22,21,20,19,25,26,0",210.0,1.0,63.10363670432012,97.08251800664632,22,0,60.0,73.33333333333333,0.0,9.545454545454543,0.0,0.0,30.51741557743393,0.0,210.00021
2022-02-14-14-23-17,nonlinear_model,430.0,2487.8462619781494,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-65-0.4-2.json,hop_tsiligirides-3-65-0.4-2,32,31,19,12,1130.0,36.45161290322581,24.73684210526316,55.0,0.0709211808217886,9.386695470404131,65.0,tsiligirides_hop,3,65,0.4,2,"0,24,21,6,4,27,16,19,12,14,11,10,9,29,25,31,22,26,23,0",430.0,1.0,64.64664516109646,99.45637717091763,18,0,38.05309734513274,58.064516129032256,0.0,23.88888888888889,0.0,0.0,30.101328895725715,0.0,430.00043
2022-02-14-10-51-45,nonlinear_model,180.0,653.4417400360107,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-50-0.1-4.json,hop_tsiligirides-1-50-0.1-4,31,30,27,3,375.0,12.5,9.444444444444445,40.0,0.0743016544011122,8.435870126384714,50.0,tsiligirides_hop,1,50,0.1,4,"0,18,26,30,25,24,23,22,21,11,10,9,7,1,2,6,5,4,17,27,0",180.0,1.0,49.86969121500001,99.73938243000002,19,0,48.0,63.333333333333336,0.0,9.473684210526317,0.0,0.0,24.337376621763774,0.0,180.00018
2022-02-14-12-41-45,nonlinear_model,215.0,148.4506959915161,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-30-0.3-2.json,hop_tsiligirides-2-30-0.3-2,20,19,14,5,565.0,29.73684210526316,23.928571428571427,46.0,0.082891583193051,6.18210573440129,30.0,tsiligirides_hop,2,30,0.3,2,"0,10,9,8,7,17,18,19,2,6,0",215.0,1.0,29.87242143382093,99.57473811273644,9,0,38.05309734513274,47.36842105263158,0.0,23.88888888888889,0.0,0.0,16.7498258997094,0.0,215.000215
2022-02-14-12-53-31,nonlinear_model,240.108812246,871.4019954204559,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-35-0.4-3.json,hop_tsiligirides-2-35-0.4-3,20,19,12,7,810.0,42.63157894736842,22.5,77.14285714285714,0.0699395395601433,6.18210573440129,35.0,tsiligirides_hop,2,35,0.4,3,"0,6,4,2,3,17,15,14,7,8,9,0",285.0,0.8424870605129416,34.87812133571466,99.65177524489904,10,1,35.18518518518518,52.63157894736842,10.0,25.0,60.0,0.0521062145253499,19.88414671058005,3.2893768406797057,240.109052355
2022-02-14-15-06-51,nonlinear_model,54.677162164,3607.404050350189,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.3-2.json,hop_tsiligirides-3-90-0.3-2,32,31,22,9,1030.0,33.225806451612904,25.90909090909091,51.11111111111112,0.0761381090398832,9.386695470404131,90.0,tsiligirides_hop,3,90,0.3,2,"0,23,21,22,31,25,28,29,9,17,8,11,30,7,1,3,19,16,10,0",500.0,0.10935432432801,89.93305973299753,99.92562192555282,18,1,48.54368932038835,58.064516129032256,5.555555555555555,24.705882352941178,80.0,0.0786451451864008,59.56067129893329,28.141113881136373,752.767650086
2022-02-14-12-50-29,nonlinear_model,701.069245268,115.99890613555908,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-100-0.1-2.json,hop_tsiligirides-3-100-0.1-2,32,31,28,3,900.0,29.032258064516128,25.0,66.66666666666667,0.0754425973785171,9.386695470404131,100.0,tsiligirides_hop,3,100,0.1,2,"0,22,26,4,27,13,3,2,12,19,16,20,15,14,1,5,31,7,30,11,28,25,29,18,17,9,8,24,23,21,0",800.0,0.8763365565846303,99.92254045807223,99.92254045807223,29,1,88.88888888888889,93.5483870967742,3.4482758620689653,25.0,100.0,0.0587414828662625,57.68847759083803,2.2472205054244214,701.069946338
2022-02-14-10-49-32,nonlinear_model,135.0,544.8622171878815,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-40-0.2-2.json,hop_tsiligirides-1-40-0.2-2,31,30,24,6,340.0,11.333333333333334,9.583333333333334,18.33333333333333,0.0706036779816027,8.435870126384714,40.0,tsiligirides_hop,1,40,0.2,2,"0,27,17,4,5,6,2,1,7,9,10,11,20,25,19,26,18,0",135.0,1.0,39.87377477160227,99.68443692900568,16,0,39.70588235294117,53.333333333333336,0.0,8.4375,0.0,0.0,19.91472411129815,0.0,135.000135
2022-02-14-13-01-43,nonlinear_model,250.0,71.97586369514465,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-25-0.1-4.json,hop_tsiligirides-3-25-0.1-4,32,31,28,3,1010.0,32.58064516129032,26.071428571428573,93.33333333333331,0.0814971341867999,9.386695470404131,25.0,tsiligirides_hop,3,25,0.1,4,"0,23,21,6,4,13,27,19,12,2,22,0",250.0,1.0,24.67539961296433,98.70159845185732,10,0,24.752475247524757,32.25806451612903,0.0,25.0,0.0,0.0,14.49261842606636,0.0,250.00025
2022-02-14-14-20-17,nonlinear_model,266.533421487,3607.802715539932,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-45-0.4-4.json,hop_tsiligirides-3-45-0.4-4,32,31,19,12,1640.0,52.903225806451616,27.36842105263158,93.33333333333331,0.0744721042233069,9.386695470404131,45.0,tsiligirides_hop,3,45,0.4,4,"0,21,6,4,27,13,2,12,14,20,15,16,19,0",550.0,0.4846062208850299,44.49937190837439,98.88749312972088,12,1,33.53658536585366,38.70967741935484,8.333333333333334,31.818181818181817,200.0,0.0885216424365501,29.31325921020626,8.183520025025906,840.477495676
2022-02-14-13-48-57,nonlinear_model,550.0,582.6727459430695,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-65-0.1-3.json,hop_tsiligirides-3-65-0.1-3,32,31,28,3,1000.0,32.25806451612903,25.0,100.0,0.0632245831292071,9.386695470404131,65.0,tsiligirides_hop,3,65,0.1,3,"0,23,21,6,4,27,13,3,2,19,12,14,15,20,5,1,7,30,28,29,25,31,22,26,0",550.0,1.0,64.36095130631762,99.01684816356556,23,0,55.0,74.19354838709677,0.0,23.91304347826087,0.0,0.0,34.69544390587913,0.0,550.000550001
2022-02-14-12-46-37,nonlinear_model,5.0,3606.71555018425,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-75-0.4-5.json,hop_tsiligirides-1-75-0.4-5,31,30,18,12,765.0,25.5,9.166666666666666,50.0,0.0690536551130532,8.435870126384714,75.0,tsiligirides_hop,1,75,0.4,5,"0,18,0",5.0,1.0,6.5513357416636815,8.735114322218243,1,0,0.6535947712418301,3.333333333333333,0.0,5.0,0.0,0.0,3.2756678708318407,0.0,519.794542535
